1_1	0	If	If
1_21	2	was	was
1_21	3	too	too
1_21	4	heavy	heavy
1_21	5	for	for
1_21	6	the	the
1_21	7	little	little
1_21	8	huntsman	huntsman
1_21	9	to	to
1_21	10	carry	carry
1_21	11	back	back
1_21	12	to	to
1_21	13	the	the
1_21	14	Manor	Manor
1_21	15	House,	House
1_21	15	House,	,
1_21	16	but	but
1_21	17	the	the
1_21	18	huntsman,	huntsman
1_21	18	huntsman,	,
1_21	19	who	who
1_21	20	was	was
1_21	21	as	as
1_21	22	quick-witted	quick-witted
1_21	23	and	and
1_21	24	cunning	cunning
1_21	25	as	as
1_21	26	ever,	ever
1_21	26	ever,	,
1_21	27	asked	asked
1_21	28	himself,	himself
1_21	28	himself,	,
1_21	29	'What	'
1_21	29	'What	What
1_21	30	else	else
1_21	31	can	can
1_21	32	I	I
1_21	33	do	do
1_21	34	to	to
1_21	35	prove	prove
1_21	36	I	I
1_21	37	killed	killed
1_21	38	the	the
1_21	39	boar?'	boar
1_21	39	boar?'	?
1_21	39	boar?'	'
1_22	0	The	The
1_22	1	next	next
1_22	2	instance	instance
1_22	3	he	he
1_22	4	opened	opened
1_22	5	the	the
1_22	6	boar's	boar
1_22	6	boar's	's
1_22	7	mouth	mouth
1_22	8	and	and
1_22	9	cut	cut
1_22	10	out	out
1_22	11	its	its
1_22	12	tongue,	tongue
1_22	12	tongue,	,
1_22	13	taking	taking
1_22	14	that	that
1_22	15	as	as
1_22	16	proof	proof
1_22	17	for	for
1_22	18	the	the
1_22	19	Lord.	Lord
1_22	19	Lord.	.
1_23	0	He	He
1_23	1	set	set
1_23	2	out	out
1_23	3	for	for
1_23	4	the	the
1_23	5	Manor	Manor
1_23	6	House	House
1_23	7	as	as
1_23	8	quickly	quickly
1_23	9	as	as
1_23	10	he	he
1_23	11	could	could
1_23	12	and	and
1_23	13	he	he
1_23	14	had	had
1_23	15	only	only
1_23	16	been	been
1_23	17	gone	gone
1_23	18	a	a
1_23	19	few	few
1_23	20	minutes	minutes
1_23	21	when	when
1_23	22	a	a
1_23	23	second	second
1_23	24	huntsman,	huntsman
1_23	24	huntsman,	,
1_23	25	not	not
1_23	26	so	so
1_23	27	bold	bold
1_23	28	as	as
1_23	29	the	the
1_23	30	first	first
1_23	31	but	but
1_23	32	a	a
1_23	33	little	little
1_23	34	more	more
1_23	35	cunning,	cunning
1_23	35	cunning,	,
1_23	36	came	came
1_23	37	on	on
1_23	38	the	the
1_23	39	scene.	scene
1_23	39	scene.	.
1_24	0	Seeing	Seeing
1_24	1	the	the
1_24	2	slain	slain
1_24	3	carcass	carcass
1_24	4	of	of
1_24	5	the	the
1_24	6	boar,	boar
1_24	6	boar,	,
1_24	7	the	the
1_24	8	huntsman	huntsman
1_24	9	rejoiced	rejoiced
1_24	10	in	in
1_24	11	his	his
1_24	12	good	good
1_24	13	fortune.	fortune
1_24	13	fortune.	.
1_25	0	The	The
1_25	1	second	second
1_25	2	huntsman	huntsman
1_25	3	knew	knew
1_25	4	a	a
1_25	5	shortcut	shortcut
1_25	6	to	to
1_25	7	the	the
1_25	8	Manor	Manor
1_25	9	House	House
1_25	10	was	was
1_25	11	just	just
1_25	12	around	around
1_25	13	the	the
1_25	14	nearby	nearby
1_25	15	pond,	pond
1_25	15	pond,	,
1_25	16	and,	and
1_25	16	and,	,
1_25	17	being	being
1_25	18	a	a
1_25	19	bigger	bigger
1_25	20	man	man
1_25	21	than	than
1_25	22	the	the
1_25	23	first,	first
1_25	23	first,	,
1_25	24	was	was
1_25	25	able	able
1_25	26	to	to
1_25	27	pick	pick
1_25	28	up	up
1_25	29	the	the
1_25	30	boar's	boar
1_25	30	boar's	's
1_25	31	head	head
1_25	32	and	and
1_25	33	carry	carry
1_25	34	it	it
1_25	35	through	through
1_25	36	the	the
1_25	37	wood	wood
1_25	38	towards	towards
1_25	39	the	the
1_25	40	prize	prize
1_25	41	that	that
1_25	42	awaited	awaited
1_25	43	him.	him
1_25	43	him.	.
1_26	0	The	The
1_26	1	Lord	Lord
1_26	2	of	of
1_26	3	the	the
1_26	4	Manor	Manor
1_26	5	was	was
1_26	6	seated	seated
1_26	7	in	in
1_26	8	his	his
1_26	9	hall	hall
1_26	10	when	when
1_26	11	the	the
1_26	12	second	second
1_26	13	huntsman	huntsman
1_26	14	burst	burst
1_26	15	through	through
1_26	16	the	the
1_26	17	door	door
1_26	18	and	and
1_26	19	began	began
1_26	20	to	to
1_26	21	spin	spin
1_26	22	a	a
1_26	23	line.	line
1_26	23	line.	.
1_27	0	'The	'
1_27	0	'The	The
1_27	1	woes	woes
1_27	2	of	of
1_27	3	Bradford	Bradford
1_27	4	are	are
1_27	5	ended!'	ended
1_27	5	ended!'	!
1_27	5	ended!'	'
1_27	6	he	he
1_27	7	announced.	announced
1_27	7	announced.	.
1_28	0	'With	'
1_28	0	'With	With
1_28	1	my	my
1_28	2	own	own
1_28	3	hand	hand
1_28	4	I	I
1_28	5	have	have
1_28	6	slain	slain
1_28	7	the	the
1_28	8	boar!'	boar
1_28	8	boar!'	!
1_28	8	boar!'	'
1_29	0	And,	And
1_29	0	And,	,
1_29	1	with	with
1_29	2	that,	that
1_29	2	that,	,
1_29	3	at	at
1_29	4	the	the
1_29	5	feet	feet
1_29	6	of	of
1_29	7	his	his
1_29	8	lord	lord
1_29	9	he	he
1_29	10	dropped	dropped
1_29	11	the	the
1_29	12	boar's	boar
1_29	12	boar's	's
1_29	13	enormous	enormous
1_29	14	head.	head
1_29	14	head.	.
1_30	0	'Then	'
1_30	0	'Then	Then
1_30	1	you	you
1_30	2	will	will
1_30	3	be	be
1_30	4	rewarded,	rewarded
1_30	4	rewarded,	,
1_30	5	as	as
1_30	6	I	I
1_30	7	promised.'	promised
1_30	7	promised.'	.
1_30	7	promised.'	'
1_31	0	'But	'
1_31	0	'But	But
1_31	1	first,	first
1_31	1	first,	,
1_31	2	let	let
1_31	3	me	me
1_31	4	examine	examine
1_31	5	the	the
1_31	6	head	head
1_31	7	of	of
1_31	8	this	this
1_31	9	monster,'	monster
1_31	9	monster,'	,
1_31	9	monster,'	'
1_31	10	said	said
1_31	11	the	the
1_31	12	Lord	Lord
1_31	13	of	of
1_31	14	the	the
1_31	15	Manor.	Manor
1_31	15	Manor.	.
1_32	0	To	To
1_32	1	not	not
1_32	2	examine	examine
1_32	3	the	the
1_32	4	head	head
1_32	5	in	in
1_32	6	advance	advance
1_32	7	had	had
1_32	8	not	not
1_32	9	been	been
1_32	10	very	very
1_32	11	clever	clever
1_32	12	on	on
1_32	13	the	the
1_32	14	part	part
1_32	15	of	of
1_32	16	the	the
1_32	17	huntsman.	huntsman
1_32	17	huntsman.	.
1_33	0	Right	Right
1_33	1	away,	away
1_33	1	away,	,
1_33	2	the	the
1_33	3	Lord	Lord
1_33	4	noticed	noticed
1_33	5	the	the
1_33	6	tongue	tongue
1_33	7	of	of
1_33	8	the	the
1_33	9	boar	boar
1_33	10	was	was
1_33	11	missing	missing
1_33	12	and	and
1_33	13	exclaimed,	exclaimed
1_33	13	exclaimed,	,
1_33	14	'What	'
1_33	14	'What	What
1_33	15	is	is
1_33	16	this?	this
1_33	16	this?	?
1_33	17	A	A
1_33	18	boar	boar
1_33	19	with	with
1_33	20	no	no
1_33	21	tongue?'	tongue
1_33	21	tongue?'	?
1_33	21	tongue?'	'
1_34	0	He	He
1_34	1	looked	looked
1_34	2	at	at
1_34	3	the	the
1_34	4	huntsman,	huntsman
1_34	4	huntsman,	,
1_34	5	dubiously.	dubiously
1_34	5	dubiously.	.
1_35	0	'How	'
1_35	0	'How	How
1_35	1	come	come
1_35	2	this	this
1_35	3	creature	creature
1_35	4	has	has
1_35	5	no	no
1_35	6	tongue?'	tongue
1_35	6	tongue?'	?
1_35	6	tongue?'	'
1_35	7	he	he
1_35	8	demanded.	demanded
1_35	8	demanded.	.
1_36	0	All	All
1_36	1	eyes	eyes
1_36	2	were	were
1_36	3	on	on
1_36	4	the	the
1_36	5	huntsman.	huntsman
1_36	5	huntsman.	.
1_37	0	The	The
1_37	1	huntsman	huntsman
1_37	2	questioned	questioned
1_37	3	by	by
1_37	4	the	the
1_37	5	Lord	Lord
1_37	6	replied,	replied
1_37	6	replied,	,
1_37	7	'I	'
1_37	7	'I	I
1_37	8	cannot	can
1_37	8	cannot	not
1_37	9	say,	say
1_37	9	say,	,
1_37	10	my	my
1_37	11	Lord.'	Lord
1_37	11	Lord.'	.
1_37	11	Lord.'	'
1_38	0	He	He
1_38	1	was	was
1_38	2	suddenly	suddenly
1_38	3	realizing	realizing
1_38	4	his	his
1_38	5	tricky	tricky
1_38	6	situation	situation
1_38	7	could	could
1_38	8	end	end
1_38	9	badly	badly
1_38	10	for	for
1_38	11	him.	him
1_38	11	him.	.
1_39	0	Through	Through
1_39	1	the	the
1_39	2	door	door
1_39	3	at	at
1_39	4	this	this
1_39	5	moment,	moment
1_39	5	moment,	,
1_39	6	the	the
1_39	7	first	first
1_39	8	huntsman	huntsman
1_39	9	burst.	burst
1_39	9	burst.	.
1_40	0	'The	'
1_40	0	'The	The
1_40	1	woes	woes
1_40	2	of	of
1_40	3	Bradford	Bradford
1_40	4	are	are
1_40	5	ended!'	ended
1_40	5	ended!'	!
1_40	5	ended!'	'
1_40	6	he	he
1_40	7	cried.	cried
1_40	7	cried.	.
1_41	0	'I	'
1_41	0	'I	I
1_41	1	have	have
1_41	2	slain	slain
1_41	3	the	the
1_41	4	boar	boar
1_41	5	the	the
1_41	6	people	people
1_41	7	of	of
1_41	8	Bradford	Bradford
1_41	9	dreaded!'	dreaded
1_41	9	dreaded!'	!
1_41	9	dreaded!'	'
1_42	0	All	All
1_42	1	eyes	eyes
1_42	2	turned	turned
1_42	3	to	to
1_42	4	the	the
1_42	5	man	man
1_42	6	who	who
1_42	7	now	now
1_42	8	stood	stood
1_42	9	in	in
1_42	10	the	the
1_42	11	doorway.	doorway
1_42	11	doorway.	.
1_43	0	'The	'
1_43	0	'The	The
1_43	1	reward	reward
1_43	2	is	is
1_43	3	already	already
1_43	4	given,'	given
1_43	4	given,'	,
1_43	4	given,'	'
1_43	5	said	said
1_43	6	the	the
1_43	7	Lord	Lord
1_43	8	of	of
1_43	9	the	the
1_43	10	Manor.	Manor
1_43	10	Manor.	.
1_44	0	'The	'
1_44	0	'The	The
1_44	1	man	man
1_44	2	here	here
1_44	3	has	has
1_44	4	brought	brought
1_44	5	to	to
1_44	6	me	me
1_44	7	the	the
1_44	8	boar's	boar
1_44	8	boar's	's
1_44	9	head.'	head
1_44	9	head.'	.
1_44	9	head.'	'
1_45	0	'Then	'
1_45	0	'Then	Then
1_45	1	where	where
1_45	2	is	is
1_45	3	its	its
1_45	4	tongue?'	tongue
1_45	4	tongue?'	?
1_45	4	tongue?'	'
1_45	5	the	the
1_45	6	first	first
1_45	7	huntsman	huntsman
1_45	8	replied.	replied
1_45	8	replied.	.
1_46	0	And,	And
1_46	0	And,	,
1_46	1	so	so
1_46	2	saying,	saying
1_46	2	saying,	,
1_46	3	he	he
1_46	4	drew	drew
1_46	5	out	out
1_46	6	the	the
1_46	7	boar's	boar
1_46	7	boar's	's
1_46	8	tongue	tongue
1_46	9	he	he
1_46	10	had	had
1_46	11	put	put
1_46	12	in	in
1_46	13	his	his
1_46	14	hunting	hunting
1_46	15	pouch	pouch
1_46	16	and	and
1_46	17	related	related
1_46	18	how	how
1_46	19	he	he
1_46	20	had	had
1_46	21	ambushed	ambushed
1_46	22	the	the
1_46	23	creature	creature
1_46	24	in	in
1_46	25	the	the
1_46	26	wood	wood
1_46	27	and	and
1_46	28	cut	cut
1_46	29	out	out
1_46	30	its	its
1_46	31	tongue	tongue
1_46	32	as	as
1_46	33	proof	proof
1_46	34	of	of
1_46	35	his	his
1_46	36	victory.	victory
1_46	36	victory.	.
1_47	0	Listening	Listening
1_47	1	to	to
1_47	2	the	the
1_47	3	tale,	tale
1_47	3	tale,	,
1_47	4	the	the
1_47	5	Lord	Lord
1_47	6	of	of
1_47	7	the	the
1_47	8	Manor	Manor
1_47	9	tried	tried
1_47	10	to	to
1_47	11	discern	discern
1_47	12	which	which
1_47	13	huntsman	huntsman
1_47	14	was	was
1_47	15	telling	telling
1_47	16	him	him
1_47	17	the	the
1_47	18	truth	truth
1_47	19	and	and
1_47	20	what	what
1_47	21	the	the
1_47	22	two	two
1_47	23	huntsmen	huntsmen
1_47	24	were	were
1_47	25	thinking	thinking
1_47	26	as	as
1_47	27	they	they
1_47	28	waited	waited
1_47	29	for	for
1_47	30	him	him
1_47	31	to	to
1_47	32	make	make
1_47	33	a	a
1_47	34	decision.	decision
1_47	34	decision.	.
1_48	0	Almost	Almost
1_48	1	instantly,	instantly
1_48	1	instantly,	,
1_48	2	the	the
1_48	3	Lord	Lord
1_48	4	saw	saw
1_48	5	that	that
1_48	6	the	the
1_48	7	second	second
1_48	8	huntsman	huntsman
1_48	9	had	had
1_48	10	fed	fed
1_48	11	him	him
1_48	12	a	a
1_48	13	pack	pack
1_48	14	of	of
1_48	15	lies	lies
1_48	16	and	and
1_48	17	it	it
1_48	18	was	was
1_48	19	the	the
1_48	20	first	first
1_48	21	huntsman	huntsman
1_48	22	who	who
1_48	23	was	was
1_48	24	the	the
1_48	25	true	true
1_48	26	savior	savior
1_48	27	of	of
1_48	28	Bradford.	Bradford
1_48	28	Bradford.	.
1_49	0	The	The
1_49	1	Lord	Lord
1_49	2	believed	believed
1_49	3	the	the
1_49	4	second	second
1_49	5	huntsman	huntsman
1_49	6	had	had
1_49	7	tried	tried
1_49	8	to	to
1_49	9	steal	steal
1_49	10	the	the
1_49	11	first	first
1_49	12	huntsman's	huntsman
1_49	12	huntsman's	's
1_49	13	prize	prize
1_49	14	and	and
1_49	15	so	so
1_49	16	proclaimed	proclaimed
1_49	17	the	the
1_49	18	first	first
1_49	19	huntsman	huntsman
1_49	20	the	the
1_49	21	true	true
1_49	22	victor.	victor
1_49	22	victor.	.
1_50	0	The	The
1_50	1	Lord	Lord
1_50	2	wondered	wondered
1_50	3	for	for
1_50	4	a	a
1_50	5	moment	moment
1_50	6	why	why
1_50	7	he	he
1_50	8	always	always
1_50	9	encountered	encountered
1_50	10	so	so
1_50	11	much	much
1_50	12	chicanery	chicanery
1_50	13	in	in
1_50	14	his	his
1_50	15	everyday	everyday
1_50	16	interactions.	interactions
1_50	16	interactions.	.
1_51	0	The	The
1_51	1	huntsman	huntsman
1_51	2	who	who
1_51	3	had	had
1_51	4	earned	earned
1_51	5	his	his
1_51	6	prize	prize
1_51	7	fair	fair
1_51	8	and	and
1_51	9	square	square
1_51	10	received	received
1_51	11	as	as
1_51	12	his	his
1_51	13	reward	reward
1_51	14	a	a
1_51	15	piece	piece
1_51	16	of	of
1_51	17	land	land
1_51	18	just	just
1_51	19	outside	outside
1_51	20	the	the
1_51	21	town,	town
1_51	21	town,	,
1_51	22	known	known
1_51	23	thereafter	thereafter
1_51	24	as	as
1_51	25	Hunt	Hunt
1_51	26	Yard.	Yard
1_51	26	Yard.	.
1_52	0	His	His
1_52	1	fame	fame
1_52	2	was	was
1_52	3	indeed	indeed
1_52	4	assured,	assured
1_52	4	assured,	,
1_52	5	but	but
1_52	6	it	it
1_52	7	was	was
1_52	8	not	not
1_52	9	nearly	nearly
1_52	10	as	as
1_52	11	lasting	lasting
1_52	12	as	as
1_52	13	that	that
1_52	14	of	of
1_52	15	the	the
1_52	16	fearsome	fearsome
1_52	17	Bradford	Bradford
1_52	18	Boar.	Boar
1_52	18	Boar.	.
2_1	0	A	A
2_1	1	clear	clear
2_1	2	and	and
