Story_Num	Sentence_Num	Word_In_Sentence_Num	Word	Word_In_Story_Num
1	28	4	I	688
1	28	5	have	689
1	28	6	slain	690
1	28	7	the	691
1	28	8	boar!'	692
1	29	0	And,	693
1	29	1	with	694
1	29	2	that,	695
1	29	3	at	696
1	29	4	the	697
1	29	5	feet	698
1	29	6	of	699
1	29	7	his	700
1	29	8	lord	701
1	29	9	he	702
1	29	10	dropped	703
1	29	11	the	704
1	29	12	boar's	705
1	29	13	enormous	706
1	29	14	head.	707
1	30	0	'Then	708
1	30	1	you	709
1	30	2	will	710
1	30	3	be	711
1	30	4	rewarded,	712
1	30	5	as	713
1	30	6	I	714
1	30	7	promised.'	715
1	31	0	'But	716
1	31	1	first,	717
1	31	2	let	718
1	31	3	me	719
1	31	4	examine	720
1	31	5	the	721
1	31	6	head	722
1	31	7	of	723
1	31	8	this	724
1	31	9	monster,'	725
1	31	10	said	726
1	31	11	the	727
1	31	12	Lord	728
1	31	13	of	729
1	31	14	the	730
1	31	15	Manor.	731
1	32	0	To	732
1	32	1	not	733
1	32	2	examine	734
1	32	3	the	735
1	32	4	head	736
1	32	5	in	737
1	32	6	advance	738
1	32	7	had	739
1	32	8	not	740
1	32	9	been	741
1	32	10	very	742
1	32	11	clever	743
1	32	12	on	744
1	32	13	the	745
1	32	14	part	746
1	32	15	of	747
1	32	16	the	748
1	32	17	huntsman.	749
1	33	0	Right	750
1	33	1	away,	751
1	33	2	the	752
1	33	3	Lord	753
1	33	4	noticed	754
1	33	5	the	755
1	33	6	tongue	756
1	33	7	of	757
1	33	8	the	758
1	33	9	boar	759
1	33	10	was	760
1	33	11	missing	761
1	33	12	and	762
1	33	13	exclaimed,	763
1	33	14	'What	764
1	33	15	is	765
1	33	16	this?	766
1	33	17	A	767
1	33	18	boar	768
1	33	19	with	769
1	33	20	no	770
1	33	21	tongue?'	771
1	34	0	He	772
1	34	1	looked	773
1	34	2	at	774
1	34	3	the	775
1	34	4	huntsman,	776
1	34	5	dubiously.	777
1	35	0	'How	778
1	35	1	come	779
1	35	2	this	780
1	35	3	creature	781
1	35	4	has	782
1	35	5	no	783
1	35	6	tongue?'	784
1	35	7	he	785
1	35	8	demanded.	786
1	36	0	All	787
1	36	1	eyes	788
1	36	2	were	789
1	36	3	on	790
1	36	4	the	791
1	36	5	huntsman.	792
1	37	0	The	793
1	37	1	huntsman	794
1	37	2	questioned	795
1	37	3	by	796
1	37	4	the	797
1	37	5	Lord	798
1	37	6	replied,	799
1	37	7	'I	800
1	37	8	cannot	801
1	37	9	say,	802
1	37	10	my	803
1	37	11	Lord.'	804
1	38	0	He	805
1	38	1	was	806
1	38	2	suddenly	807
1	38	3	realizing	808
1	38	4	his	809
1	38	5	tricky	810
1	38	6	situation	811
1	38	7	could	812
1	38	8	end	813
1	38	9	badly	814
1	38	10	for	815
1	38	11	him.	816
1	39	0	Through	817
1	39	1	the	818
1	39	2	door	819
1	39	3	at	820
1	39	4	this	821
1	39	5	moment,	822
1	39	6	the	823
1	39	7	first	824
1	39	8	huntsman	825
1	39	9	burst.	826
1	40	0	'The	827
1	40	1	woes	828
1	40	2	of	829
1	40	3	Bradford	830
1	40	4	are	831
1	40	5	ended!'	832
1	40	6	he	833
1	40	7	cried.	834
1	41	0	'I	835
1	41	1	have	836
1	41	2	slain	837
1	41	3	the	838
1	41	4	boar	839
1	41	5	the	840
1	41	6	people	841
1	41	7	of	842
1	41	8	Bradford	843
1	41	9	dreaded!'	844
1	42	0	All	845
1	42	1	eyes	846
1	42	2	turned	847
1	42	3	to	848
1	42	4	the	849
1	42	5	man	850
1	42	6	who	851
1	42	7	now	852
1	42	8	stood	853
1	42	9	in	854
1	42	10	the	855
1	42	11	doorway.	856
1	43	0	'The	857
1	43	1	reward	858
1	43	2	is	859
1	43	3	already	860
1	43	4	given,'	861
1	43	5	said	862
1	43	6	the	863
1	43	7	Lord	864
1	43	8	of	865
1	43	9	the	866
1	43	10	Manor.	867
1	44	0	'The	868
1	44	1	man	869
1	44	2	here	870
1	44	3	has	871
1	44	4	brought	872
1	44	5	to	873
1	44	6	me	874
1	44	7	the	875
1	44	8	boar's	876
1	44	9	head.'	877
1	45	0	'Then	878
1	45	1	where	879
1	45	2	is	880
1	45	3	its	881
1	45	4	tongue?'	882
1	45	5	the	883
1	45	6	first	884
1	45	7	huntsman	885
1	45	8	replied.	886
1	46	0	And,	887
1	46	1	so	888
1	46	2	saying,	889
1	46	3	he	890
1	46	4	drew	891
1	46	5	out	892
1	46	6	the	893
1	46	7	boar's	894
1	46	8	tongue	895
1	46	9	he	896
1	46	10	had	897
1	46	11	put	898
1	46	12	in	899
1	46	13	his	900
1	46	14	hunting	901
1	46	15	pouch	902
1	46	16	and	903
1	46	17	related	904
1	46	18	how	905
1	46	19	he	906
1	46	20	had	907
1	46	21	ambushed	908
1	46	22	the	909
1	46	23	creature	910
1	46	24	in	911
1	46	25	the	912
1	46	26	wood	913
1	46	27	and	914
1	46	28	cut	915
1	46	29	out	916
1	46	30	its	917
1	46	31	tongue	918
1	46	32	as	919
1	46	33	proof	920
1	46	34	of	921
1	46	35	his	922
1	46	36	victory.	923
1	47	0	Listening	924
1	47	1	to	925
1	47	2	the	926
1	47	3	tale,	927
1	47	4	the	928
1	47	5	Lord	929
1	47	6	of	930
1	47	7	the	931
1	47	8	Manor	932
1	47	9	tried	933
1	47	10	to	934
1	47	11	discern	935
1	47	12	which	936
1	47	13	huntsman	937
1	47	14	was	938
1	47	15	telling	939
1	47	16	him	940
1	47	17	the	941
1	47	18	truth	942
1	47	19	and	943
1	47	20	what	944
1	47	21	the	945
1	47	22	two	946
1	47	23	huntsmen	947
1	47	24	were	948
1	47	25	thinking	949
1	47	26	as	950
1	47	27	they	951
1	47	28	waited	952
1	47	29	for	953
1	47	30	him	954
1	47	31	to	955
1	47	32	make	956
1	47	33	a	957
1	47	34	decision.	958
1	48	0	Almost	959
1	48	1	instantly,	960
1	48	2	the	961
1	48	3	Lord	962
1	48	4	saw	963
1	48	5	that	964
1	48	6	the	965
1	48	7	second	966
1	48	8	huntsman	967
1	48	9	had	968
1	48	10	fed	969
1	48	11	him	970
1	48	12	a	971
1	48	13	pack	972
1	48	14	of	973
1	48	15	lies	974
1	48	16	and	975
1	48	17	it	976
1	48	18	was	977
1	48	19	the	978
1	48	20	first	979
1	48	21	huntsman	980
1	48	22	who	981
1	48	23	was	982
1	48	24	the	983
1	48	25	true	984
1	48	26	savior	985
1	48	27	of	986
1	48	28	Bradford.	987
1	49	0	The	988
1	49	1	Lord	989
1	49	2	believed	990
1	49	3	the	991
1	49	4	second	992
1	49	5	huntsman	993
1	49	6	had	994
1	49	7	tried	995
1	49	8	to	996
1	49	9	steal	997
1	49	10	the	998
1	49	11	first	999
1	49	12	huntsman's	1000
1	49	13	prize	1001
1	49	14	and	1002
1	49	15	so	1003
1	49	16	proclaimed	1004
1	49	17	the	1005
1	49	18	first	1006
1	49	19	huntsman	1007
1	49	20	the	1008
1	49	21	true	1009
1	49	22	victor.	1010
1	50	0	The	1011
1	50	1	Lord	1012
1	50	2	wondered	1013
1	50	3	for	1014
1	50	4	a	1015
1	50	5	moment	1016
1	50	6	why	1017
1	50	7	he	1018
1	50	8	always	1019
1	50	9	encountered	1020
1	50	10	so	1021
1	50	11	much	1022
1	50	12	chicanery	1023
1	50	13	in	1024
1	50	14	his	1025
1	50	15	everyday	1026
1	50	16	interactions.	1027
1	51	0	The	1028
1	51	1	huntsman	1029
1	51	2	who	1030
1	51	3	had	1031
1	51	4	earned	1032
1	51	5	his	1033
1	51	6	prize	1034
1	51	7	fair	1035
1	51	8	and	1036
1	51	9	square	1037
1	51	10	received	1038
1	51	11	as	1039
1	51	12	his	1040
1	51	13	reward	1041
1	51	14	a	1042
1	51	15	piece	1043
1	51	16	of	1044
1	51	17	land	1045
1	51	18	just	1046
1	51	19	outside	1047
1	51	20	the	1048
1	51	21	town,	1049
1	51	22	known	1050
1	51	23	thereafter	1051
1	51	24	as	1052
1	51	25	Hunt	1053
1	51	26	Yard.	1054
1	52	0	His	1055
1	52	1	fame	1056
1	52	2	was	1057
1	52	3	indeed	1058
1	52	4	assured,	1059
1	52	5	but	1060
1	52	6	it	1061
1	52	7	was	1062
1	52	8	not	1063
1	52	9	nearly	1064
1	52	10	as	1065
1	52	11	lasting	1066
1	52	12	as	1067
1	52	13	that	1068
1	52	14	of	1069
1	52	15	the	1070
1	52	16	fearsome	1071
1	52	17	Bradford	1072
1	52	18	Boar.	1073
2	1	0	A	1
2	1	1	clear	2
2	1	2	and	3
2	1	3	joyous	4
2	1	4	day	5
2	1	5	it	6
2	1	6	was	7
2	1	7	and	8
2	1	8	out	9
2	1	9	on	10
2	1	10	the	11
2	1	11	wide	12
2	1	12	open	13
2	1	13	sea,	14
2	1	14	thousands	15
2	1	15	upon	16
2	1	16	thousands	17
2	1	17	of	18
2	1	18	sparkling	19
2	1	19	water	20
2	1	20	drops,	21
2	1	21	excited	22
2	1	22	by	23
2	1	23	getting	24
2	1	24	to	25
2	1	25	play	26
2	1	26	in	27
2	1	27	the	28
2	1	28	ocean,	29
2	1	29	danced	30
2	1	30	all	31
2	1	31	around.	32
2	2	0	One	33
2	2	1	of	34
2	2	2	these	35
2	2	3	was	36
2	2	4	a	37
2	2	5	merry	38
2	2	6	little	39
2	2	7	fellow	40
2	2	8	named	41
2	2	9	Aqua,	42
2	2	10	who	43
2	2	11	danced	44
2	2	12	on	45
2	2	13	the	46
2	2	14	silver	47
2	2	15	backs	48
2	2	16	of	49
2	2	17	the	50
2	2	18	fishes	51
2	2	19	as	52
2	2	20	they	53
2	2	21	plunged	54
2	2	22	up	55
2	2	23	and	56
2	2	24	down	57
2	2	25	in	58
2	2	26	the	59
2	2	27	waves,	60
2	2	28	and,	61
2	2	29	no	62
2	2	30	matter	63
2	2	31	how	64
2	2	32	high	65
2	2	33	he	66
2	2	34	sprung,	67
2	2	35	he	68
2	2	36	always	69
2	2	37	came	70
2	2	38	down	71
2	2	39	again	72
2	2	40	into	73
2	2	41	his	74
2	2	42	mother's	75
2	2	43	lap.	76
2	3	0	His	77
2	3	1	mother,	78
2	3	2	you	79
2	3	3	know,	80
2	3	4	was	81
2	3	5	the	82
2	3	6	ocean,	83
2	3	7	and	84
2	3	8	very	85
2	3	9	beautiful	86
2	3	10	she	87
2	3	11	looked	88
2	3	12	that	89
2	3	13	summer	90
2	3	14	day	91
2	3	15	in	92
2	3	16	her	93
2	3	17	dark	94
2	3	18	blue	95
2	3	19	dress	96
2	3	20	and	97
2	3	21	white	98
2	3	22	ruffles.	99
2	4	0	By	100
2	4	1	and	101
2	4	2	by,	102
2	4	3	the	103
2	4	4	happy	104
2	4	5	water	105
2	4	6	drop	106
2	4	7	tired	107
2	4	8	of	108
2	4	9	his	109
2	4	10	play,	110
2	4	11	and	111
2	4	12	looking	112
2	4	13	up	113
2	4	14	to	114
2	4	15	the	115
2	4	16	clear	116
2	4	17	sky	117
2	4	18	above	118
2	4	19	him,	119
2	4	20	thought	120
2	4	21	he	121
2	4	22	would	122
2	4	23	like	123
2	4	24	to	124
2	4	25	have	125
2	4	26	a	126
2	4	27	sail	127
2	4	28	on	128
2	4	29	one	129
2	4	30	of	130
2	4	31	the	131
2	4	32	white,	132
2	4	33	marshmallow-like	133
2	4	34	clouds,	134
2	4	35	instead	135
2	4	36	of	136
2	4	37	spending	137
2	4	38	his	138
2	4	39	whole	139
2	4	40	life	140
2	4	41	in	141
2	4	42	the	142
2	4	43	ocean.	143
2	5	0	Of	144
2	5	1	the	145
2	5	2	sky,	146
2	5	3	little	147
2	5	4	Aqua	148
2	5	5	had	149
2	5	6	always	150
2	5	7	been	151
2	5	8	afraid,	152
2	5	9	but	153
2	5	10	he	154
2	5	11	decided	155
2	5	12	to	156
2	5	13	finally	157
2	5	14	face	158
2	5	15	his	159
2	5	16	demons	160
2	5	17	and	161
2	5	18	suggested	162
2	5	19	a	163
2	5	20	solution	164
2	5	21	involving	165
2	5	22	the	166
2	5	23	sun	167
2	5	24	carrying	168
2	5	25	him	169
2	5	26	up	170
2	5	27	to	171
2	5	28	the	172
2	5	29	sky	173
2	5	30	would	174
2	5	31	be	175
2	5	32	ideal.	176
2	6	0	The	177
2	6	1	sun	178
2	6	2	understood	179
2	6	3	Aqua's	180
2	6	4	request	181
2	6	5	came	182
2	6	6	from	183
2	6	7	his	184
2	6	8	heart,	185
2	6	9	so	186
2	6	10	he	187
2	6	11	acquiesced	188
2	6	12	and	189
2	6	13	also	190
2	6	14	took	191
2	6	15	ever	192
2	6	16	so	193
2	6	17	many	194
2	6	18	other	195
2	6	19	drops,	196
2	6	20	so	197
2	6	21	that	198
2	6	22	Aqua	199
2	6	23	might	200
2	6	24	not	201
2	6	25	be	202
2	6	26	lonesome	203
2	6	27	on	204
2	6	28	the	205
2	6	29	way.	206
2	7	0	It	207
2	7	1	was	208
2	7	2	only	209
2	7	3	the	210
2	7	4	sun	211
2	7	5	that	212
2	7	6	knew	213
2	7	7	this,	214
2	7	8	however,	215
2	7	9	for	216
2	7	10	all	217
2	7	11	the	218
2	7	12	other	219
2	7	13	drops	220
