Text_ID,Sentence_Number,Word_In_Sentence_Number,Word_In_Paragraph_Number,Word,Sentence,Text
1,2,18,39,on,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,2,19,40,your,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,2,20,41,phone.,"The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone.","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,1,42,You,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,2,43,can,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,3,44,glance,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,4,45,at,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,5,46,the,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,6,47,watch,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,7,48,face,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,8,49,to,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,9,50,view,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,10,51,the,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,11,52,artist,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,12,53,and,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,13,54,title,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,14,55,of,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,15,56,a,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
1,3,16,57,song.,You can glance at the watch face to view the artist and title of a song.,"There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence. The watch doesn't have a microphone or speaker, but you can use it to control the music on your phone. You can glance at the watch face to view the artist and title of a song."
2,1,1,1,Two,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,2,2,days,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,3,3,"later,","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,4,4,the,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,5,5,British,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,6,6,astronomer,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,7,7,Richard,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,8,8,Carrington,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,9,9,was,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,10,10,observing,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,11,11,the,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,12,12,interesting,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,13,13,sunspot,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,14,14,group,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,15,15,through,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,16,16,his,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,17,17,telescope,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,18,18,when,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,19,19,he,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,20,20,saw,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,21,21,what,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,22,22,he,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,23,23,described,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,24,24,as,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,25,25,two,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,26,26,patches,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,27,27,of,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,28,28,intensely,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,29,29,bright,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,30,30,and,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,31,31,white,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,32,32,light,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,33,33,over,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
2,1,34,34,the,"Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots.","Two days later, the British astronomer Richard Carrington was observing the interesting sunspot group through his telescope when he saw what he described as two patches of intensely bright and white light over the sunspots. He jotted a note in his painstaking record. That night there was scarcely a square inch of earth that was not illuminated by aurora."
